Journal Title,Publisher,ISSN,ISSN Online,Year Inception,FoR,2022 rating,rating,h_index,impact_factor
Forum for Health Economics and Policy,De Gruyter,2194-6191	,1558-9544,1998	,3899,C ,C,NA,NA
Forum for Social Economics,Taylor & Francis Online,0736-0932	,1874-6381	,1975	,3801,C ,C,21,1.1666666666666667
Forum of International Development Studies,Nagoya University,1341-3732	,	,1994	,3899,B ,B,NA,NA
Foundations and Trends in Accounting,Now Publishers,1554-0642	,1554-0650	,2006	,3501,A ,A,22,2.2857142857142856
Foundations and Trends in Econometrics,Now Publishers,1551-3076	,1551-3084	,2005	,3802,C ,C,15,2.4
Foundations and Trends in Entrepreneurship,Now Publishers,1551-3114	,1551-3122	,2005	,3507,C ,C,38,3.0714285714285716
Foundations and Trends in Finance,Now Publishers,1567-2395	,1567-2409	,2005	,3502,B ,B,28,5.666666666666667
Foundations and Trends in Microeconomics,Now Publishers,1547-9846	,1547-9854	,2005	,3801,C ,C,25,1
Frontiers in Finance and Economics,PHI,1814-2044	,	,2004	,3502,C ,C,NA,NA
Frontiers of Economics in China,Higher Education Press,1673-3444	,1673-3568	,2006	,3801,C ,C,21,0.6774193548387096
Futures,Elsevier,0016-3287	,1873-6378	,1968	,3507,B ,B,144,3.5524475524475525
Fuzzy Economic Review,International Association for Fuzzy-Set Management and Economy,1136-0593	,2445-4192‎	,1995	,3801,C ,C,13,0
Gambling Research,National Association for Gambling Studies,1832-4975	,	,2002	,3504,C ,C,3,0
Games,MDPI,2073-4336	,	,2010	,3803,B ,B,160,1.240677966101695
Games and Economic Behavior,Elsevier ,0899-8256	,1090-2473	,1989	,3803,A* ,A*,160,1.240677966101695
Gender and Society,Sage Publications,0891-2432	,1552-3977	,1987	,3507,A* ,A*,6,0
Gender in Management: an international journal,Emerald Group Publishing,1754-2413	,1754-2421	,1985	,3505,C ,C,NA,NA
"Gender, Work and Organization",Wiley-Blackwell Publishing,0968-6673	,1468-0432	,1994	,3505,A,A,103,3.658536585365854
German Economic Review,Wiley-Blackwell Publishing,1465-6485	,1468-0475	,2000	,3801,B ,B,56,1.4523809523809523
German Journal of Agricultural Economics,dfv Mediengruppe,0002-1121	,	,1952	,3899,C ,C,4,0
German Journal of Human Resource Management,Sage Publications,2397-0022,2397-0030,1987,3505,B,B,26,3.5405405405405403
Global Business and Economics Review,Inderscience Enterprises Ltd.,1097-4954	,1745-1329	,1999	,3801,C ,C,8,0.3333333333333333
Global Business and Organizational Excellence,Wiley-Blackwell Publishing,1932-2054‎,1932-2062‎,1981	,3507,C ,C,30,5.082474226804123
Global Business Review,Sage Publications,0972-1509	,0973-0664	,2000	,3507,C,C,53,2.226923076923077
Global Economic Review,Taylor & Francis Online,1226-508X	,1744-3873	,1973	,3801,C ,C,31,0.9666666666666667
Global Economy Journal,De Gruyter,2194-5659,1553-5304	,2000	,3801,B ,B,31,0.6486486486486487
Global Environmental Change,Elsevier ,0959-3780	,1872-9495	,1990	,3599,A* ,A*,252,9.700315457413248
Global Environmental Politics,MIT Press,1526-3800	,1536-0091	,2001	,3599,C ,C,94,3.295918367346939
Global Finance Journal,Elsevier,1044-0283	,1873-5665	,1989	,3502,A,A,60,6.5325443786982245
Global Journal of Accounting and Finance,Institute for Global Business Research,2574-0474,2574-0482,2017,3501,C,C,3,0.07692307692307693
Global Journal of Flexible Systems Management,Springer Nature  ,0972-2696,0974-0198,2000	,3507,A ,A,45,6.87012987012987
"Global Knowledge, Memory and Communication",Emerald Group Publishing,2514-9342,2514-9350,2018	,4609,B ,B,20,2.528735632183908
Global Networks: A Journal of Transnational Affairs,Wiley-Blackwell Publishing,1470-2266	,1471-0374	,2001	,3599,A ,A,NA,NA
Global Perspectives on Accounting Education,Global Perspectives on Accounting Education,NA,1543-2955	,2004	,3501,C ,C,NA,NA
Global Social Policy,Sage Publications,1468-0181	,1741-2803	,2001	,3599,C ,C,47,1.697674418604651
Global Strategy Journal,Wiley-Blackwell Publishing,2042-5791	,2042-5805	,	,3507,A,A,64,4.152941176470589
Gospodarka Narodowa,"Instytut Gospodarki Narodowej, Warsaw ",0867-0005	,2300-5238	,1946	,3801,C ,C,18,0.4583333333333333
Government Information Quarterly,Elsevier,0740-624X,1872-9517,1984	,4609,A ,A,145,9.333333333333334
Griffith Law Review,Griffith University,1038-3441	,1839-4205	,1992	,4801,C ,C,26,1.0377358490566038
Group & Organization Management,Sage Publications,1059-6011	,1552-3993	,1976	,3507,A ,A,126,4.420634920634921
Group Decision and Negotiation,Springer International Publishing,0926-2644	,1572-9907	,1992	,4609,A ,A,80,3.532608695652174
"Group Dynamics: theory, research and practice",American Psychological Association ,1089-2699	,1930-7802	,1997	,3599,B ,B,NA,NA
Group Processes and Intergroup Relations,Sage Publications,1368-4302	,1461-7188	,1998	,3507,B ,B,106,4.487804878048781
Growth and Change,Wiley-Blackwell Publishing,0017-4815	,1468-2257	,1970	,3801,B ,B,79,2.7198067632850242
Habitat International,Elsevier ,0197-3975	,1873-5428	,1976	,3504,A,A,128,6.546153846153846
Harvard Business Review,Harvard Business Publishing,0017-8012	,NA,1922	,3507,A ,A,187,1.4545454545454546
Harvard Environmental Law Review,Harvard Environmental Law Review,0147-8257	,	,1976	,4801,A ,A,12,0
Harvard International Law Journal,Harvard University Press,0017-8063	,2153-2494	,1960	,4801,A ,A,33,1.5
Harvard Journal of Law and Public Policy,Harvard Society for Law and Public Policy,0193-4872	,2374-6572	,1978	,4801,A ,A,21,0
Harvard Journal of Law and Technology,Harvard University Press,0897-3393	,2153-263X	,1988	,4801,A ,A,NA,NA
Harvard Law Review,Harvard University Press,0017-811X	,2161-976X	,1886	,4801,A* ,A*,138,0
Hastings Business Law Journal,University of California Press,1554-849X	,1554-8503	,2005	,4801,B ,B,NA,NA
Health Care Management Review,Lippincott Williams & Wilkins,0361-6274	,1550-5030	,1976	,3507,A ,A,82,1.1643835616438356
Health Care Management Science,Springer International Publishing,1386-9620	,1572-9389	,1998	,3507,B,B,77,2.711340206185567
Health Communication,Taylor & Francis Online,1041-0236	,1532-7027	,1989	,3599,B ,B,107,2.962421711899791
Health Economics,Wiley-Blackwell Publishing,1057-9230	,1099-1050	,1992	,3801,A*,A*,156,2.1885856079404467
Health Economics Review,Springer International Publishing,	,2191-1991	,2011	,3801,C ,C,42,3.0086206896551726
"Health Economics, Policy and Law",Cambridge University Press,1744-1331	,1744-134X	,2006	,3801,B ,B,50,2.4623655913978495
Health Informatics Journal,Sage Publications,1460-4582	,1741-2811	,1995	,4609,C ,C,63,3.0945273631840795
Health Marketing Quarterly,Taylor & Francis Online,0735-9683	,1545-0864	,1983	,3506,B,B,40,1.2461538461538462
Health Policy,Elsevier ,0168-8510	,1872-6054	,1984	,3801,A,A,137,4.051630434782608
Health Policy and Technology,Elsevier ,2211-8837	,2211-8845	,	,4609,B ,B,41,3.1473684210526316
Health Promotion International,Oxford University Press,0957-4824,1460-2245	,1986	,3506,A,A,123,2.6397984886649875
Health Services and Outcomes Research Methodology,Springer International Publishing,1387-3741	,1572-9400	,2000	,3507,C ,C,37,2.014925373134328
Health Services Management Research,Sage Publications,0951-4848	,1758-1044	,1988	,3599,C ,C,43,1.6666666666666667
Health Services Research,Wiley-Blackwell Publishing,0017-9124	,1475-6773	,1966	,3599,A ,A,166,3.317170375290601
Higher Education Quarterly,Wiley-Blackwell Publishing,0951-5224	,1468-2273	,1947	,3505,C,C,64,2.685483870967742
"Higher Education, Skills and Work-based Learning",Emerald Group Publishing,2042-3896	,2042-390X	,2010	,3505,C,C,28,2.52991452991453
Historical Materialism,Brill,1465-4466	,1569-206X	,1997	,3803,C ,C,45,0.5568181818181818
Historical Studies in Industrial Relations,Liverpool University Press,1362-1572	,2049-4459	,1996	,3505,C ,C,13,0
History of Economic Ideas,Fabrizio Serra Editore,1122-8792	,1724-2169	,1993	,3899,B ,B,10,0
History of Economic Thought and Policy,Franco Angeli Edizioni,2240-9971	,2280-188X	,2004	,3899,C ,C,7,0.047619047619047616
History of Economics Review,Taylor & Francis Online,1037-0196	,1838-6318	,1981	,3803,B ,B,20,1.3888888888888888
History of Political Economy,Duke University Press,0018-2702	,1527-1919	,1969	,3803,A ,A,65,0.5231788079470199
Hitotsubashi Journal of Economics,Sanseido Publishing Company Ltd,0018-280X	,	,1960	,3801,B ,B,23,0
Homo Oeconomicus,Springer International Publishing,0943-0180	,2366-6161	,1983	,3801,C ,C,12,0.29411764705882354
Hong Kong Law Journal,Thomson Reuters,0378-0600	,	,1971	,4801,A ,A,5,0
Hospitality & Society,Intellect Publishing,2042-7913,2042-7921	,2011	,3504,C,C,20,1
Housing Policy Debate,Taylor & Francis Online,1051-1482	,2152-050X	,1990	,3801,B ,B,88,2.4768211920529803
Housing Studies,Taylor & Francis Online,0267-3037	,1466-1810	,1986	,3504,A ,A,103,2.50390625
Houston Business and Tax Law Journal,University of Houston Law Center,1543-2602	,	,2001	,4801,C ,C,NA,NA
Human Communication Research,Oxford University Press,0360-3989	,1468-2958	,1974	,3507,A ,A,148,4.5423728813559325
Human IT,Centre for Information Technology Studies as a Human Science (ITH),1402-1501	,1402-151X	,1997	,4609,B ,B,11,0
Human Performance,Taylor & Francis Online,0895-9285	,1532-7043	,1988	,3507,A ,A,144,0
Human Relations,Sage Publications,0018-7267	,1741-282X	,1947	,3507,A* ,A*,228,4.265060240963855
Human Resource Development International,Taylor & Francis Online,1367-8868	,1469-8374	,1998	,3505,B ,B,74,4.385714285714286
Human Resource Development Quarterly,Wiley-Blackwell Publishing,1044-8004	,1532-1096	,1990	,3505,B ,B,96,2.925925925925926
Human Resource Development Review,Sage Publications,1534-4843	,1552-6712	,2002	,3505,B ,B,78,3.5245901639344264
Human Resource Management (US),Wiley-Blackwell Publishing,0090-4848	,1099-050X	,1961	,3505,A* ,A*,NA,NA
Human Resource Management International Digest,Emerald Group Publishing,0967-0734	,1758-7166	,1993	,3505,C ,C,35,0.04455445544554455
Human Resource Management Journal (UK),Wiley-Blackwell Publishing,0954-5395	,1748-8583	,1990	,3505,A,A,NA,NA
Human Resource Management Review,Elsevier,1053-4822	,1873-7889	,1991	,3505,A,A,140,7.666666666666667
Human Systems Management,IOS Press,0167-2533	,1875-8703	,1980	,3505,C ,C,45,1.829059829059829
Human-Computer Interaction,Taylor & Francis Online,0737-0024	,1532-7051	,1985	,4609,A ,A,113,3.5208333333333335
IATSS Research,Elsevier ,0386-1112	,2210-4240	,1977	,3509,C ,C,48,3.7235772357723578
IBM Systems Journal,Institute of Electrical and Electronics Engineers,0018-8670	,	,	,4609,A ,A,118,0
ICSID Review: foreign investment law journal,Oxford University Press,2049-1999	,0258-3690	,1986	,4801,C ,C,NA,NA
IEEE Transactions on Engineering Management,Institute of Electrical and Electronics Engineers,1558-0040,0018-9391,1963,3503,A,A,135,4.134426229508197
IEEE Transactions on Intelligent Transportation Systems,Institute of Electrical and Electronics Engineers,1524-9050	,1558-0016	,2000	,3509,A ,A,211,8.830309498399146
IEEE Transactions on Professional Communication,Institute of Electrical and Electronics Engineers,0361-1434	,1558-1500	,1972	,4609,B ,B,68,1.0803571428571428
IEEE Transactions on Vehicular Technology,Institute of Electrical and Electronics Engineers,0018-9545	,1939-9359	,1967	,3509,A ,A,250,6.498300764655905
IIC International Review of Intellectual Property and Competition Law,Springer International Publishing,0018-9855	,2195-0237	,1970	,4801,A ,A,9,0
IISE Transactions,Taylor & Francis Online,0740-817X	,1545-8830	,1969	,3503,A ,A,36,1.9217877094972067
IIM Kozhikode Society and Management Review,Sage Publications,2321-029X,2277-9752,2012,3507,C,C,NA,NA
IIMB Management Review,Elsevier,0970-3896	,2212-4446	,1986	,3507,B ,B,38,1.2625
ILR Review (Industrial and Labor Relations Review),Sage Publications,0019-7939	,2162-271X	,1947	,3505,A* ,A*,NA,NA
IMA Educational Case Journal,"Institute of Management Accountants, Inc. ",1940-204X	,NA,2008	,3501,C ,C,NA,NA
IMF Economic Review,Palgrave Macmillan,2041-4161	,2041-417X‎	,2011	,3801,A ,A,63,3.972972972972973
Impact Assessment and Project Appraisal,Taylor & Francis Online,1461-5517	,1471-5465	,1998	,3507,C ,C,64,1.891089108910891
Indian Economic Journal,Sage Publications,0019-4662	,	,1953	,3801,B,B,16,1
Indian Economic Review,"University of Delhi, School of Economics",0019-4670	,2520-1778	,1952	,3801,C ,C,18,0.7708333333333334
Indian Growth and Development Review,Emerald Group Publishing,1753-8254	,1753-8262	,2008	,3801,B ,B,19,1.2
Indian Journal of Corporate Governance,Sage Publications,0974-6862,NA,2014,3501,C,C,17,0.9032258064516129
Indian Journal of Economics,"Department of Economics, University of Allahabad",0019-5170	,	,1916	,3801,C ,C,8,0.12393162393162394
Indian Journal of Finance,Associated Management Consultants Private Limited,0973-8711,NA,2007,3502,C,C,9,0.25316455696202533
Indian Journal of Gender Studies,Sage Publications,0971-5215	,0973-0672	,1994	,3599,C ,C,31,0.3111111111111111
Indian Journal of Industrial Relations,Shri Ram Centre for IR & HR,0019-5286	,0019-5286	,1964	,3505,C ,C,12,0
Indian Journal of Labour Economics,Springer International Publishing,0971-7927	,0019-5308	,1958	,3801,C ,C,23,1.2148760330578512
Indian Journal of Marketing,Associated Management Consultants Private Limited,0973-8703,NA,1968	,3506,C,C,11,0.43902439024390244
Indonesian Journal of Sustainability Accounting and Management,Universitas Pasundan,2597-6214,2597-6222,2017,3501,C,C,11,0.3333333333333333
Indonesian Management and Accounting Research,Trisakti University,1411-8858	,2442-9724	,2006	,3501,C ,C,5,0.16
Industrial and Corporate Change,Oxford University Press ,0960-6491	,1464-3650	,1992	,3507,A ,A,167,3.464788732394366
Industrial and Organizational Psychology: perspectives on science & practice,Cambridge University Press,1754-9426	,1754-9434	,2008	,3507,B ,B,NA,NA
Industrial Law Journal,Oxford University Press ,0305-9332	,1464-3669	,1972	,4801,A ,A,42,0.9333333333333333
Industrial Management & Data Systems,Emerald Group Publishing,0263-5577,1758-5783,1980,4609,A,A,139,4.8655462184873945
Industrial Marketing Management,Elsevier ,0019-8501	,1873-2062	,1971	,3506,A*,A*,209,7.739039665970773
Industrial Relations Journal,Wiley-Blackwell Publishing,0019-8692	,1468-2338	,1970	,3505,A ,A,62,1.6629213483146068
Industrial Relations: a journal of economy and society,Wiley-Blackwell Publishing,0019-8676	,1468-232X	,1961	,3505,A* ,A*,NA,NA
Industry and Higher Education,Sage Publications,0950-4222	,2043-6858	,1987	,3507,C ,C,NA,NA
Industry and Innovation,Taylor & Francis Online,1366-2716	,1469-8390	,1993	,3507,B,B,83,3.2738095238095237
INFOR (INFOR: Information Systems and Operational Research),Taylor & Francis Online,0315-5986	,1916-0615	,1963	,4609,B ,B,50,1.069767441860465
Informatics for Health and Social Care,Taylor & Francis Online,1753-8157	,1753-8165	,1976	,4609,C ,C,NA,NA
Information Knowledge Systems Management,IOS Press,1389-1995	,1875-8762	,1999	,4609,C ,C,20,0
Information & Management,Elsevier ,0378-7206	,1872-7530	,1977	,4609,A* ,A*,220,8.575289575289576
Information and Communications Technology Law,Taylor & Francis Online,1360-0834	,1469-8404	,1992	,4609,C ,C,NA,NA
Information and Computation,Elsevier ,0890-5401	,1090-2651	,1957	,4609,B ,B,133,0.8181818181818182
Information and Computer Security,Emerald Group Publishing,2056-4961	,NA,1992	,4609,B,B,28,2.391891891891892
Information and Organization,Elsevier,1471-7727	,1873-7919	,1990	,4609,A* ,A*,74,5.434782608695652
Information and Software Technology,Elsevier ,0950-5849	,1873-6025	,1987	,4609,A ,A,142,4.858381502890174
Information Discovery and Delivery,Emerald Group Publishing,2398-6247,2398-6255,1973	,4609,C,C,21,3.0547945205479454
Information Economics and Policy,Elsevier ,0167-6245	,1873-5975	,1983	,3801,A ,A,77,4.803030303030303
Information Polity,IOS Press,1570-1255,1875-8754,1996	,4609,C,C,48,1.180722891566265
Information Processing & Management,Elsevier ,0306-4573	,1873-5371	,1965	,4609,B ,B,161,10.138632162661738
Information Processing Letters,Elsevier ,0020-0190	,1872-6119	,1971	,4609,C ,C,138,0.6257668711656442
Information Research,University of Borås,NA,1368-1613,1995,4609,C,C,0,0
Information Resources Management Journal,IGI Global,1040-1628	,1533-7979	,1988	,4609,C ,C,54,0.8191489361702128
Information Retrieval Journal,Springer International Publishing,1386-4564	,1573-7659	,1998	,4609,C ,C,30,4.904761904761905
Information Systems and e-Business Management,Springer International Publishing,1617-9846	,1617-9854	,2003	,4609,B ,B,54,2.1683168316831685
Information Systems Frontiers,Springer International Publishing,1387-3326	,1572-9419	,1999	,4609,A ,A,95,8.422794117647058
Information Systems Journal,Wiley-Blackwell Publishing,1350-1917	,1365-2575	,1991	,4609,A* ,A*,120,4.974137931034483
Information Systems Management,Taylor & Francis Online,1058-0530	,1934-8703	,1984	,4609,B,B,327,5.329545454545454
Information Systems Research,The Institute for Operations Research and the Management Sciences (INFORMS),1047-7047	,1526-5536	,1990	,4609,A* ,A*,217,4.133079847908745
Information Technology & People,Emerald Group Publishing,0959-3845	,1758-5813	,1982	,4609,A ,A,92,4.550561797752809
Information Technology & Tourism,Springer International Publishing,1098-3058	,1943-4294	,1998	,3508,B,B,54,6.229166666666667
Information Technology and Libraries,Library and Information Technology Association,0730-9295	,2163-5226	,1968	,4609,C ,C,35,2.0547945205479454
Information Technology and Management,Springer International Publishing,1385-951X	,1573-7667	,2000	,4609,B ,B,58,2.796875
Information Technology for Development,Taylor & Francis Online,0268-1102	,1554-0170	,1986	,4609,B ,B,64,4.985714285714286
Information Technology Management,IGI Global,1080-286X	,	,1988	,4609,B ,B,46,1.9787234042553192
